Number of Nodes: 20 Number of Edges: 106
Old Modularity: 0.8259163442539899 New Modularity: 0.8324956892304717
0	0	33296.0
0	1	108.0
0	2	58.0
0	3	4.0
0	4	15.0
0	6	628.0
0	8	1.0
0	9	202.0
0	13	205.0
0	14	40.0
0	19	7.0
1	0	108.0
1	1	17382.0
1	2	2.0
1	4	12.0
1	7	1.0
1	8	292.0
1	13	35.0
1	14	4.0
1	17	25.0
2	0	58.0
2	1	2.0
2	2	22844.0
2	4	23.0
2	5	891.0
2	6	4.0
2	10	248.0
2	13	4.0
2	16	40.0
3	0	4.0
3	3	7478.0
3	4	1.0
3	6	6.0
3	7	6.0
3	12	210.0
3	13	28.0
3	18	32.0
4	0	15.0
4	1	12.0
4	2	23.0
4	3	1.0
4	4	5706.0
4	6	11.0
4	13	3.0
5	2	891.0
5	5	33086.0
5	10	1.0
5	16	14.0
6	0	628.0
6	2	4.0
6	3	6.0
6	4	11.0
6	6	16314.0
6	9	462.0
6	11	4.0
6	13	29.0
6	14	12.0
6	15	27.0
7	1	1.0
7	3	6.0
7	7	3966.0
8	0	1.0
8	1	292.0
8	8	11200.0
8	17	1.0
9	0	202.0
9	6	462.0
9	9	8428.0
9	13	4.0
9	14	9.0
10	2	248.0
10	5	1.0
10	10	2972.0
11	6	4.0
11	11	410.0
12	3	210.0
12	12	2520.0
12	18	3.0
13	0	205.0
13	1	35.0
13	2	4.0
13	3	28.0
13	4	3.0
13	6	29.0
13	9	4.0
13	13	1094.0
13	14	9.0
14	0	40.0
14	1	4.0
14	6	12.0
14	9	9.0
14	13	9.0
14	14	1040.0
15	6	27.0
15	15	520.0
16	2	40.0
16	5	14.0
16	16	258.0
17	1	25.0
17	8	1.0
17	17	272.0
18	3	32.0
18	12	3.0
18	18	224.0
19	0	7.0
19	19	16.0
