Number of Nodes: 146 Number of Edges: 2332
Old Modularity: 0.7650574513154926 New Modularity: 0.7738856310448825
0	0	403064.0
0	1	3073.0
0	2	14014.0
0	3	16709.0
0	4	6174.0
0	5	1764.0
0	6	3039.0
0	7	3717.0
0	8	1498.0
0	9	3109.0
0	10	5261.0
0	11	3953.0
0	12	1301.0
0	13	817.0
0	14	431.0
0	15	692.0
0	16	72.0
0	17	1764.0
0	18	530.0
0	19	442.0
0	20	83.0
0	21	1411.0
0	22	42.0
0	23	85.0
0	24	687.0
0	25	392.0
0	26	363.0
0	28	146.0
0	29	103.0
0	31	83.0
0	32	455.0
0	33	249.0
0	34	425.0
0	35	3.0
0	36	82.0
0	37	6.0
0	39	291.0
0	40	76.0
0	41	267.0
0	42	161.0
0	43	28.0
0	44	216.0
0	45	376.0
0	46	106.0
0	47	50.0
0	48	1.0
0	50	33.0
0	51	440.0
0	52	515.0
0	53	142.0
0	54	91.0
0	55	9.0
0	56	19.0
0	57	110.0
0	58	60.0
0	59	65.0
0	60	48.0
0	61	231.0
0	62	56.0
0	63	33.0
0	64	16.0
0	65	70.0
0	66	116.0
0	68	12.0
0	69	135.0
0	70	33.0
0	71	64.0
0	72	2.0
0	73	82.0
0	74	107.0
0	75	278.0
0	78	15.0
0	79	6.0
0	80	52.0
0	81	1.0
0	83	23.0
0	84	31.0
0	85	9.0
0	86	9.0
0	87	14.0
0	88	67.0
0	89	30.0
0	91	14.0
0	92	81.0
0	93	4.0
0	94	73.0
0	95	11.0
0	96	13.0
0	97	7.0
0	98	3.0
0	99	1.0
0	100	5.0
0	101	6.0
0	102	24.0
0	103	22.0
0	104	10.0
0	106	16.0
0	107	4.0
0	108	3.0
0	109	11.0
0	111	3.0
0	112	7.0
0	113	7.0
0	115	23.0
0	116	22.0
0	117	9.0
0	118	6.0
0	119	12.0
0	120	3.0
0	122	7.0
0	123	2.0
0	124	1.0
0	125	5.0
0	126	1.0
0	129	3.0
0	130	2.0
0	131	5.0
0	132	1.0
0	133	5.0
0	138	2.0
0	139	2.0
1	0	3073.0
1	1	314370.0
1	2	1263.0
1	3	1270.0
1	4	190.0
1	5	364.0
1	6	535.0
1	7	44.0
1	8	161.0
1	9	359.0
1	10	314.0
1	11	150.0
1	12	666.0
1	13	321.0
1	14	33.0
1	15	364.0
1	16	4.0
1	17	119.0
1	18	27.0
1	19	19.0
1	20	1.0
1	21	14.0
1	23	87.0
1	25	62.0
1	26	29.0
1	28	30.0
1	30	360.0
1	31	84.0
1	32	210.0
1	33	170.0
1	34	29.0
1	35	8.0
1	37	1.0
1	38	473.0
1	40	1.0
1	42	12.0
1	43	123.0
1	44	115.0
1	46	5.0
1	49	221.0
1	50	12.0
1	51	11.0
1	52	59.0
1	53	797.0
1	54	90.0
1	55	2.0
1	57	25.0
1	58	107.0
1	59	32.0
1	60	7.0
1	61	31.0
1	62	3.0
1	63	22.0
1	64	2.0
1	65	7.0
1	70	9.0
1	71	7.0
1	73	46.0
1	74	19.0
1	75	5.0
1	77	5.0
1	79	34.0
1	80	6.0
1	82	83.0
1	83	3.0
1	85	1.0
1	86	1.0
1	87	31.0
1	89	3.0
1	94	4.0
1	95	2.0
1	97	28.0
1	98	9.0
1	100	5.0
1	102	1.0
1	111	6.0
1	112	2.0
1	114	1.0
1	116	5.0
1	117	2.0
1	123	6.0
1	128	2.0
1	129	1.0
1	131	1.0
1	136	1.0
1	137	1.0
1	139	5.0
2	0	14014.0
2	1	1263.0
2	2	137934.0
2	3	1468.0
2	4	996.0
2	5	322.0
2	6	491.0
2	7	588.0
2	8	160.0
2	9	2362.0
2	10	688.0
2	11	675.0
2	12	448.0
2	13	200.0
2	14	14.0
2	15	253.0
2	16	1.0
2	17	112.0
2	18	55.0
2	19	36.0
2	20	333.0
2	21	108.0
2	22	179.0
2	23	65.0
2	24	56.0
2	25	426.0
2	26	128.0
2	28	50.0
2	29	4.0
2	31	57.0
2	32	112.0
2	33	67.0
2	34	83.0
2	35	7.0
2	37	67.0
2	39	24.0
2	40	101.0
2	41	58.0
2	42	10.0
2	43	12.0
2	44	42.0
2	45	26.0
2	46	7.0
2	48	1.0
2	51	59.0
2	52	13.0
2	53	41.0
2	54	17.0
2	56	3.0
2	57	67.0
2	58	3.0
2	59	17.0
2	60	16.0
2	61	42.0
2	62	1.0
2	63	1.0
2	64	7.0
2	65	20.0
2	66	13.0
2	68	6.0
2	69	3.0
2	70	17.0
2	72	8.0
2	73	8.0
2	74	8.0
2	75	8.0
2	79	1.0
2	83	9.0
2	84	4.0
2	86	3.0
2	89	15.0
2	92	23.0
2	93	18.0
2	94	2.0
2	95	1.0
2	96	2.0
2	97	5.0
2	101	5.0
2	102	7.0
2	104	3.0
2	112	3.0
2	113	2.0
2	115	9.0
2	116	7.0
2	118	1.0
2	120	1.0
2	123	2.0
2	124	3.0
2	135	1.0
3	0	16709.0
3	1	1270.0
3	2	1468.0
3	3	625095.0
3	4	1093.0
3	5	1662.0
3	6	770.0
3	7	51.0
3	8	3476.0
3	9	358.0
3	10	3092.0
3	11	426.0
3	12	1236.0
3	13	862.0
3	14	365.0
3	15	938.0
3	16	83.0
3	17	4849.0
3	18	22.0
3	19	1495.0
3	20	14.0
3	21	640.0
3	22	22.0
3	23	207.0
3	24	1531.0
3	25	106.0
3	26	50.0
3	28	196.0
3	29	19.0
3	31	37.0
3	32	52.0
3	33	100.0
3	34	545.0
3	35	370.0
3	36	131.0
3	39	2.0
3	40	7.0
3	41	10.0
3	42	17.0
3	43	97.0
3	44	120.0
3	45	119.0
3	46	64.0
3	48	79.0
3	50	21.0
3	51	11.0
3	52	169.0
3	53	50.0
3	54	9.0
3	55	172.0
3	56	79.0
3	57	20.0
3	58	1.0
3	59	66.0
3	60	3.0
3	61	25.0
3	62	12.0
3	63	51.0
3	64	28.0
3	66	6.0
3	68	1.0
3	69	93.0
3	70	3.0
3	71	49.0
3	72	25.0
3	73	4.0
3	74	311.0
3	75	42.0
3	76	72.0
3	78	10.0
3	79	21.0
3	80	18.0
3	81	4.0
3	84	33.0
3	85	103.0
3	86	63.0
3	87	30.0
3	88	1.0
3	89	1.0
3	90	6.0
3	91	34.0
3	92	73.0
3	94	79.0
3	95	4.0
3	96	3.0
3	97	4.0
3	100	2.0
3	101	24.0
3	102	6.0
3	103	10.0
3	104	17.0
3	105	1.0
3	106	13.0
3	107	5.0
3	108	1.0
3	109	3.0
3	110	84.0
3	111	3.0
3	112	3.0
3	113	59.0
3	114	18.0
3	115	5.0
3	117	39.0
3	118	16.0
3	119	17.0
3	120	9.0
3	121	27.0
3	122	17.0
3	123	10.0
3	124	12.0
3	125	2.0
3	127	10.0
3	128	10.0
3	129	10.0
3	130	19.0
3	131	4.0
3	132	7.0
3	134	7.0
3	135	3.0
3	136	9.0
3	138	6.0
3	140	5.0
3	141	5.0
3	142	6.0
3	143	5.0
3	144	4.0
3	145	4.0
4	0	6174.0
4	1	190.0
4	2	996.0
4	3	1093.0
4	4	62500.0
4	5	77.0
4	6	209.0
4	7	11.0
4	8	135.0
4	9	120.0
4	10	578.0
4	11	1321.0
4	12	53.0
4	13	53.0
4	14	15.0
4	15	26.0
4	16	1.0
4	17	94.0
4	18	26.0
4	19	37.0
4	20	6.0
4	21	98.0
4	23	4.0
4	24	97.0
4	26	17.0
4	28	25.0
4	29	11.0
4	32	21.0
4	33	46.0
4	34	6.0
4	39	12.0
4	40	5.0
4	41	3.0
4	42	47.0
4	43	3.0
4	46	12.0
4	51	36.0
4	52	20.0
4	53	4.0
4	54	14.0
4	57	18.0
4	58	2.0
4	61	18.0
4	63	2.0
4	65	46.0
4	66	2.0
4	67	7.0
4	69	4.0
4	70	3.0
4	71	13.0
4	72	4.0
4	75	8.0
4	78	4.0
4	84	12.0
4	86	1.0
4	89	2.0
4	91	1.0
4	93	7.0
4	94	3.0
4	96	11.0
4	103	9.0
4	104	2.0
4	105	5.0
4	106	6.0
4	109	11.0
4	111	6.0
4	112	2.0
4	122	1.0
4	127	1.0
4	140	2.0
5	0	1764.0
5	1	364.0
5	2	322.0
5	3	1662.0
5	4	77.0
5	5	45076.0
5	6	63.0
5	7	7.0
5	8	41.0
5	9	157.0
5	10	120.0
5	11	48.0
5	12	179.0
5	13	294.0
5	14	4.0
5	15	263.0
5	17	75.0
5	18	12.0
5	19	9.0
5	21	11.0
5	23	71.0
5	24	47.0
5	25	258.0
5	26	53.0
5	27	10.0
5	28	51.0
5	29	1.0
5	31	4.0
5	32	23.0
5	33	44.0
5	34	4.0
5	36	21.0
5	41	7.0
5	44	8.0
5	45	1.0
5	46	28.0
5	51	27.0
5	52	3.0
5	53	5.0
5	55	1.0
5	57	8.0
5	60	4.0
5	63	1.0
5	69	7.0
5	70	3.0
5	71	10.0
5	72	4.0
5	74	5.0
5	75	3.0
5	77	1.0
5	79	7.0
5	86	4.0
5	95	21.0
5	96	14.0
5	97	4.0
5	98	5.0
5	102	1.0
5	111	4.0
5	112	2.0
5	119	5.0
5	120	1.0
6	0	3039.0
6	1	535.0
6	2	491.0
6	3	770.0
6	4	209.0
6	5	63.0
6	6	25038.0
6	7	7.0
6	8	93.0
6	9	86.0
6	10	716.0
6	11	110.0
6	12	38.0
6	13	31.0
6	14	38.0
6	15	59.0
6	16	24.0
6	17	37.0
6	18	18.0
6	19	94.0
6	20	6.0
6	21	20.0
6	23	8.0
6	24	47.0
6	25	6.0
6	26	13.0
6	28	11.0
6	29	7.0
6	32	1.0
6	33	23.0
6	34	10.0
6	37	3.0
6	43	15.0
6	48	14.0
6	50	17.0
6	51	3.0
6	52	38.0
6	53	7.0
6	54	35.0
6	57	5.0
6	58	1.0
6	59	13.0
6	60	3.0
6	61	8.0
6	64	2.0
6	65	9.0
6	66	1.0
6	73	7.0
6	74	3.0
6	75	4.0
6	95	1.0
6	101	4.0
6	109	1.0
6	111	4.0
6	115	1.0
6	122	1.0
7	0	3717.0
7	1	44.0
7	2	588.0
7	3	51.0
7	4	11.0
7	5	7.0
7	6	7.0
7	7	37340.0
7	8	11.0
7	9	166.0
7	10	18.0
7	11	12.0
7	12	7.0
7	13	2.0
7	15	1.0
7	17	24.0
7	18	40.0
7	21	10.0
7	25	10.0
7	32	15.0
7	33	11.0
7	40	1.0
7	41	5.0
7	42	1.0
7	45	1.0
7	48	1.0
7	65	12.0
7	70	7.0
7	79	1.0
7	86	1.0
7	89	1.0
7	91	3.0
